cliente_id,razao_social,cnpj,porte,municipio,gestor_id,gestor,vertical,status,qtd_planos_concluidos,qtd_planos_inconsistentes,planos_concluidos,planos_inconsistentes,pj_distinto_oficial,elegivel_azul,respondeu,aumento_faturamento_pct
1936,Transportes Oeste ME,10001936000152,EPP,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1937,Tecnologia Litoral EIRELI,10001937000159,MEI,SAO CARLOS,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1938,Comercial Silva Ltda,10001938000166,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,20.6
1939,Alimentos Souza e Cia,10001939000173,GRANDE,SAO JOSE DO RIO PRETO,11,Karina Reis,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
1940,Servicos Norte S.A.,10001940000180,EPP,RIBEIRAO PRETO,13,Mariana Teles,Consultoria Especializada,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1941,Industria Litoral S.A.,10001941000187,MEDIA,CAMPINAS,14,Nicolas Vieira,Sustentabilidade,Sem atendimento,0,0,,,0,0,0,
1942,Alimentos Norte EIRELI,10001942000194,MEI,FRANCA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
1943,Transportes Silva e Cia,10001943000101,ME,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1944,Transportes Souza ME,10001944000108,MEI,MARILIA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,34.71
1945,Tecnologia Silva e Cia,10001945000115,MEI,PRESIDENTE PRUDENTE,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
1946,Papelaria Central Ltda,10001946000122,ME,FRANCA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1947,Alimentos Souza EIRELI,10001947000129,ME,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,54.67
1948,Servicos Norte EIRELI,10001948000136,ME,SOROCABA,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1949,Confeccoes Litoral Ltda,10001949000143,MEI,SAO CARLOS,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
1950,Comercial Litoral e Cia,10001950000150,EPP,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
1951,Papelaria Silva Ltda,10001951000157,MEI,SAO CARLOS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1952,Distribuidora Silva S.A.,10001952000164,EPP,SOROCABA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,11.65
1953,Tecnologia Silva S.A.,10001953000171,ME,RIBEIRAO PRETO,7,Giovana Melo,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1954,Construtora Litoral Ltda,10001954000178,MEI,CAMPINAS,3,Carla Dias,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,1,61.41
1955,Alimentos Litoral S.A.,10001955000185,EPP,CAMPINAS,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
1956,Comercial Souza e Cia,10001956000192,ME,SAO CARLOS,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1957,Distribuidora Oeste ME,10001957000199,ME,SAO JOSE DO RIO PRETO,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1958,Industria Norte ME,10001958000106,EPP,SAO JOSE DO RIO PRETO,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
1959,Transportes Silva e Cia,10001959000113,ME,MARILIA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,26.61
1960,Alimentos Silva EIRELI,10001960000120,MEI,FRANCA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1961,Distribuidora Litoral EIRELI,10001961000127,MEI,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,7.27
1962,Distribuidora Oeste e Cia,10001962000134,ME,RIBEIRAO PRETO,7,Giovana Melo,Sustentabilidade,Sem atendimento,0,0,,,0,0,0,
1963,Tecnologia Norte S.A.,10001963000141,EPP,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,15.66
1964,Servicos Litoral ME,10001964000148,MEDIA,PRESIDENTE PRUDENTE,6,Fabio Nunes,Consultoria Especializada,Sem atendimento,0,0,,,0,0,1,31.15
1965,Industria Souza S.A.,10001965000155,MEI,RIBEIRAO PRETO,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1966,Papelaria Litoral ME,10001966000162,EPP,MARILIA,14,Nicolas Vieira,Sustentabilidade,Sem atendimento,0,0,,,0,0,0,
1967,Papelaria Central S.A.,10001967000169,MEI,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,17.1
1968,Distribuidora Central EIRELI,10001968000176,EPP,PRESIDENTE PRUDENTE,12,Lucas Barros,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1969,Papelaria Central ME,10001969000183,ME,SAO CARLOS,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1970,Tecnologia Silva Ltda,10001970000190,MEI,SAO CARLOS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,39.77
1971,Industria Oeste EIRELI,10001971000197,MEI,BAURU,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,5.05
1972,Alimentos Souza ME,10001972000104,MEI,RIBEIRAO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
1973,Alimentos Souza S.A.,10001973000111,ME,FRANCA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
1974,Transportes Silva S.A.,10001974000118,MEI,MARILIA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,13.89
1975,Distribuidora Norte ME,10001975000125,ME,SAO CARLOS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1976,Papelaria Litoral S.A.,10001976000132,ME,SAO CARLOS,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1977,Alimentos Souza EIRELI,10001977000139,MEI,SAO JOSE DO RIO PRETO,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1978,Comercial Oeste S.A.,10001978000146,MEI,SOROCABA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1979,Papelaria Oeste e Cia,10001979000153,MEI,SAO JOSE DO RIO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
1980,Confeccoes Silva e Cia,10001980000160,MEDIA,PRESIDENTE PRUDENTE,1,Ana Souza,Comercio e Servicos,Sem atendimento,0,0,,,0,0,1,33.73
1981,Confeccoes Souza S.A.,10001981000167,MEI,CAMPINAS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
1982,Alimentos Litoral Ltda,10001982000174,MEI,SAO CARLOS,2,Bruno Lima,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
1983,Confeccoes Oeste ME,10001983000181,ME,SAO CARLOS,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
1984,Transportes Oeste S.A.,10001984000188,ME,RIBEIRAO PRETO,3,Carla Dias,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1985,Construtora Central Ltda,10001985000195,EPP,BAURU,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
1986,Comercial Souza Ltda,10001986000102,EPP,BAURU,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1987,Alimentos Litoral S.A.,10001987000109,MEI,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
1988,Alimentos Norte Ltda,10001988000116,EPP,PRESIDENTE PRUDENTE,7,Giovana Melo,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1989,Confeccoes Silva Ltda,10001989000123,MEI,CAMPINAS,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
1990,Confeccoes Oeste e Cia,10001990000130,ME,SAO CARLOS,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,54.75
1991,Industria Souza e Cia,10001991000137,ME,SAO CARLOS,9,Iara Costa,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,53.84
1992,Industria Norte S.A.,10001992000144,ME,SOROCABA,11,Karina Reis,Atendimento ao Cliente,Participante,0,1,,Plano D - Sustentabilidade,0,1,0,
1993,Transportes Norte EIRELI,10001993000151,ME,RIBEIRAO PRETO,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1994,Confeccoes Oeste S.A.,10001994000158,MEI,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
1995,Distribuidora Oeste e Cia,10001995000165,EPP,FRANCA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,1,26.89
1996,Distribuidora Silva S.A.,10001996000172,MEI,PRESIDENTE PRUDENTE,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
1997,Construtora Central EIRELI,10001997000179,ME,PRESIDENTE PRUDENTE,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,12.55
1998,Papelaria Norte e Cia,10001998000186,EPP,PRESIDENTE PRUDENTE,7,Giovana Melo,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
1999,Construtora Litoral EIRELI,10001999000193,EPP,RIBEIRAO PRETO,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,49.55
2000,Servicos Oeste S.A.,10002000000100,MEDIA,ARACATUBA,5,Elisa Rocha,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,1,22.4
2001,Tecnologia Souza Ltda,10002001000107,MEI,SAO CARLOS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,22.8
2002,Papelaria Litoral Ltda,10002002000114,MEI,SAO CARLOS,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,1,2.96
2003,Distribuidora Souza Ltda,10002003000121,EPP,ARACATUBA,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
2004,Comercial Central e Cia,10002004000128,ME,SOROCABA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2005,Transportes Silva ME,10002005000135,MEI,RIBEIRAO PRETO,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,33.82
2006,Transportes Central e Cia,10002006000142,MEI,MARILIA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
2007,Alimentos Silva Ltda,10002007000149,ME,MARILIA,9,Iara Costa,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
2008,Servicos Oeste EIRELI,10002008000156,MEI,SAO JOSE DO RIO PRETO,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,51.58
2009,Transportes Norte S.A.,10002009000163,ME,CAMPINAS,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2010,Servicos Silva EIRELI,10002010000170,MEI,SOROCABA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,8.24
2011,Papelaria Oeste EIRELI,10002011000177,MEI,FRANCA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2012,Servicos Norte S.A.,10002012000184,MEI,RIBEIRAO PRETO,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2013,Confeccoes Central EIRELI,10002013000191,MEI,ARACATUBA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,22.86
2014,Confeccoes Litoral e Cia,10002014000198,MEI,CAMPINAS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,21.92
2015,Industria Norte e Cia,10002015000105,ME,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,26.78
2016,Industria Oeste Ltda,10002016000112,MEI,PRESIDENTE PRUDENTE,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,7.36
2017,Industria Silva S.A.,10002017000119,MEI,PRESIDENTE PRUDENTE,15,Olivia Prado,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
2018,Confeccoes Silva EIRELI,10002018000126,ME,CAMPINAS,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
2019,Papelaria Oeste S.A.,10002019000133,ME,FRANCA,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,37.67
2020,Construtora Silva Ltda,10002020000140,EPP,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
2021,Servicos Norte e Cia,10002021000147,MEI,PRESIDENTE PRUDENTE,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
2022,Distribuidora Oeste ME,10002022000154,ME,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2023,Transportes Oeste S.A.,10002023000161,MEI,SOROCABA,12,Lucas Barros,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,1,52.93
2024,Alimentos Oeste ME,10002024000168,EPP,SAO JOSE DO RIO PRETO,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
2025,Distribuidora Oeste e Cia,10002025000175,ME,PRESIDENTE PRUDENTE,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
2026,Tecnologia Souza EIRELI,10002026000182,MEI,BAURU,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
2027,Papelaria Litoral S.A.,10002027000189,MEI,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,13.9
2028,Servicos Central Ltda,10002028000196,MEDIA,SAO CARLOS,3,Carla Dias,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
2029,Transportes Souza ME,10002029000103,EPP,PRESIDENTE PRUDENTE,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,1,37.83
2030,Tecnologia Norte S.A.,10002030000110,EPP,RIBEIRAO PRETO,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2031,Servicos Silva e Cia,10002031000117,ME,RIBEIRAO PRETO,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
2032,Tecnologia Central e Cia,10002032000124,MEDIA,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
2033,Confeccoes Silva Ltda,10002033000131,ME,MARILIA,12,Lucas Barros,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,-0.26
2034,Construtora Litoral EIRELI,10002034000138,ME,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
2035,Confeccoes Central ME,10002035000145,MEI,SOROCABA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,27.81
2036,Construtora Silva EIRELI,10002036000152,MEI,RIBEIRAO PRETO,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano A - Crescimento,,1,1,1,45.15
2037,Comercial Central ME,10002037000159,MEI,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2038,Comercial Oeste EIRELI,10002038000166,MEI,FRANCA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,52.61
2039,Distribuidora Litoral ME,10002039000173,MEI,SAO JOSE DO RIO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,14.32
2040,Tecnologia Norte Ltda,10002040000180,MEI,ARACATUBA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,18.42
2041,Alimentos Souza S.A.,10002041000187,MEI,BAURU,16,Paulo Cezar,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
2042,Confeccoes Oeste e Cia,10002042000194,MEI,PRESIDENTE PRUDENTE,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,29.54
2043,Alimentos Norte EIRELI,10002043000101,ME,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,37.78
2044,Industria Central e Cia,10002044000108,MEI,CAMPINAS,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2045,Confeccoes Norte S.A.,10002045000115,ME,RIBEIRAO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
2046,Distribuidora Souza e Cia,10002046000122,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,24.95
2047,Construtora Oeste S.A.,10002047000129,ME,RIBEIRAO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
2048,Construtora Silva e Cia,10002048000136,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
2049,Distribuidora Souza e Cia,10002049000143,EPP,RIBEIRAO PRETO,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
2050,Papelaria Norte ME,10002050000150,MEI,FRANCA,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
2051,Comercial Central EIRELI,10002051000157,MEI,SAO JOSE DO RIO PRETO,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
2052,Transportes Central Ltda,10002052000164,MEI,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano A - Crescimento,,1,1,0,
2053,Alimentos Norte Ltda,10002053000171,EPP,SOROCABA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2054,Alimentos Silva Ltda,10002054000178,ME,SAO CARLOS,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,40.63
2055,Servicos Norte EIRELI,10002055000185,ME,SOROCABA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,44.35
2056,Industria Souza EIRELI,10002056000192,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2057,Construtora Norte EIRELI,10002057000199,MEI,CAMPINAS,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
2058,Papelaria Silva e Cia,10002058000106,MEI,BAURU,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
2059,Construtora Silva e Cia,10002059000113,MEI,ARACATUBA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2060,Confeccoes Central S.A.,10002060000120,MEDIA,BAURU,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,1,12.69
2061,Transportes Oeste e Cia,10002061000127,ME,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
2062,Tecnologia Souza Ltda,10002062000134,MEI,PRESIDENTE PRUDENTE,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2063,Industria Norte e Cia,10002063000141,MEI,SAO JOSE DO RIO PRETO,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
2064,Confeccoes Litoral Ltda,10002064000148,MEDIA,ARACATUBA,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,1,-9.21
2065,Confeccoes Central S.A.,10002065000155,ME,RIBEIRAO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
2066,Tecnologia Central EIRELI,10002066000162,MEI,PRESIDENTE PRUDENTE,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,-15.0
2067,Papelaria Central Ltda,10002067000169,ME,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
2068,Comercial Oeste EIRELI,10002068000176,ME,MARILIA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
2069,Confeccoes Silva EIRELI,10002069000183,MEI,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
2070,Alimentos Litoral e Cia,10002070000190,MEI,ARACATUBA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
2071,Industria Oeste e Cia,10002071000197,MEI,SOROCABA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,28.47
2072,Confeccoes Litoral ME,10002072000104,EPP,ARACATUBA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
2073,Tecnologia Central e Cia,10002073000111,ME,PRESIDENTE PRUDENTE,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,1,33.87
2074,Industria Litoral ME,10002074000118,ME,MARILIA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,-5.08
2075,Papelaria Norte S.A.,10002075000125,MEI,SAO CARLOS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,81.14
2076,Servicos Silva Ltda,10002076000132,ME,MARILIA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,24.43
2077,Alimentos Souza EIRELI,10002077000139,MEI,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,16.98
2078,Tecnologia Central Ltda,10002078000146,MEI,SAO JOSE DO RIO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
2079,Comercial Litoral Ltda,10002079000153,MEI,RIBEIRAO PRETO,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,17.0
2080,Industria Oeste Ltda,10002080000160,ME,PRESIDENTE PRUDENTE,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
2081,Papelaria Norte EIRELI,10002081000167,MEI,PRESIDENTE PRUDENTE,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
2082,Confeccoes Souza EIRELI,10002082000174,ME,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
2083,Distribuidora Norte Ltda,10002083000181,ME,SAO JOSE DO RIO PRETO,7,Giovana Melo,Sustentabilidade,Concluinte,1,0,Plano A - Crescimento,,1,1,1,41.51
2084,Servicos Silva EIRELI,10002084000188,EPP,SAO JOSE DO RIO PRETO,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2085,Papelaria Norte Ltda,10002085000195,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
2086,Servicos Souza e Cia,10002086000102,EPP,ARACATUBA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2087,Alimentos Norte e Cia,10002087000109,EPP,SOROCABA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,22.38
2088,Construtora Central S.A.,10002088000116,EPP,MARILIA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,27.21
2089,Industria Norte ME,10002089000123,MEI,FRANCA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,3.16
2090,Comercial Norte e Cia,10002090000130,MEI,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
2091,Confeccoes Central ME,10002091000137,MEI,ARACATUBA,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,1,11.68
2092,Confeccoes Silva e Cia,10002092000144,ME,SAO CARLOS,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
2093,Tecnologia Norte Ltda,10002093000151,ME,MARILIA,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
2094,Papelaria Central ME,10002094000158,ME,MARILIA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,33.52
2095,Tecnologia Oeste EIRELI,10002095000165,MEI,FRANCA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
2096,Industria Souza e Cia,10002096000172,EPP,PRESIDENTE PRUDENTE,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
2097,Servicos Central Ltda,10002097000179,EPP,MARILIA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,42.41
2098,Alimentos Silva S.A.,10002098000186,ME,CAMPINAS,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,14.41
2099,Transportes Central EIRELI,10002099000193,MEI,SAO CARLOS,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
2100,Comercial Central e Cia,10002100000100,MEI,SAO CARLOS,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,37.29
2101,Construtora Oeste EIRELI,10002101000107,MEI,ARACATUBA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
2102,Servicos Norte e Cia,10002102000114,EPP,PRESIDENTE PRUDENTE,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,37.16
2103,Transportes Central Ltda,10002103000121,MEI,CAMPINAS,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
2104,Tecnologia Litoral S.A.,10002104000128,ME,FRANCA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
2105,Distribuidora Norte ME,10002105000135,MEI,CAMPINAS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,25.36
2106,Comercial Souza EIRELI,10002106000142,MEI,BAURU,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
2107,Tecnologia Litoral e Cia,10002107000149,ME,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
2108,Servicos Silva Ltda,10002108000156,MEI,PRESIDENTE PRUDENTE,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
2109,Confeccoes Silva ME,10002109000163,MEI,SAO JOSE DO RIO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
2110,Confeccoes Souza e Cia,10002110000170,MEI,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,12.85
